GLIMMER (ver. 3.02; iterated)  predictions:
 orfID      start     end  frame  score
orf01598  1384400  1385167  +2     7.88
orf01599  1385459  1385262  -3     5.16
orf01600  1385610  1386707  +3    10.80
orf01601  1386822  1387340  +3     8.18
orf01602  1387500  1388708  +3    11.39
orf01603  1389254  1388742  -3     9.38
orf01604  1389425  1389652  +2    10.12
orf01607  1390746  1389946  -1     7.48
orf01608  1391862  1390864  -1     8.96
orf01609  1392494  1391874  -3     7.98
orf01610  1392807  1394828  +3     9.79
orf01611  1395174  1394947  -1     0.54
orf01614  1396511  1395570  -3     3.22
orf01615  1396829  1396701  -3     3.17
orf01616  1397962  1396820  -2     5.86
orf01617  1398123  1398968  +3     7.52
orf01618  1399456  1399262  -2    14.30
orf01619  1400106  1399576  -1     9.84
orf01620  1402025  1400214  -3     5.36
orf01621  1402889  1402182  -3    13.13
orf01623  1403250  1404605  +3     5.21
orf01624  1404998  1405771  +2     9.89
orf01625  1408361  1405776  -3     6.13
orf01626  1408548  1408937  +3     8.36
orf01627  1408959  1409450  +3     5.50
orf01629  1409556  1410470  +3     8.32
orf01630  1410583  1411707  +1     5.62
orf01631  1411700  1412296  +2     8.55
orf01632  1412293  1412823  +1     8.06
orf01633  1413113  1413841  +2    11.61
orf01634  1413936  1414457  +3    12.49
orf01635  1414579  1416204  +1     9.70
orf01636  1416219  1417376  +3     9.08
orf01637  1417643  1418395  +2    11.34
orf01639  1418395  1420170  +1    11.14
orf01640  1420308  1420889  +3     8.46
orf01641  1420974  1421588  +3     5.72
orf01642  1422439  1421753  -2     5.87
orf01643  1422989  1423567  +2     9.36
orf01644  1423937  1423689  -3    13.50
orf01645  1424236  1425297  +1     7.39
orf01646  1425287  1426816  +2     5.38
orf01647  1426816  1427379  +1     4.21
orf01648  1427402  1427881  +2     6.82
orf01649  1427948  1428541  +2     4.64
orf01650  1428508  1428723  +1     3.46
orf01651  1428723  1429598  +3     6.88
orf01652  1429676  1430284  +2    10.34
orf01653  1430553  1431839  +3    12.46
orf01654  1431918  1432127  +3    11.13
orf01655  1432220  1432456  +2    10.61
orf01656  1432536  1433006  +3     5.72
orf01657  1433176  1434156  +1    11.33
orf01658  1435126  1434194  -2     9.91
orf01659  1435650  1436327  +3    13.56
orf01660  1436661  1437809  +3    13.08
orf01661  1437822  1438871  +3    10.40
orf01662  1439322  1439188  -1     8.19
orf01664  1439436  1440050  +3     4.71
orf01665  1440043  1440936  +1     8.33
orf01666  1440933  1441118  +3    10.52
orf01667  1441243  1442553  +1    12.39
orf01668  1442572  1443594  +1    12.72
orf01669  1443711  1443962  +3    12.47
orf01670  1444229  1444432  +2     4.78
orf01671  1444497  1445210  +3     7.04
orf01672  1445453  1446931  +2    10.97
orf01673  1447230  1447502  +3    14.17
orf01674  1447623  1448192  +3    13.13
orf01675  1448453  1449157  +2     7.88
orf01676  1449187  1449900  +1    10.04
orf01677  1449932  1450894  +2     9.64
orf01678  1451019  1451465  +3    12.23
orf01679  1451736  1452908  +3    12.11
orf01680  1452908  1453999  +2    10.76
orf01681  1454131  1455243  +1    11.60
orf01682  1455556  1456818  +1    12.95
orf01683  1456892  1457428  +2     6.41
orf01684  1457582  1458037  +2    12.63
orf01685  1458253  1458693  +1     9.29
orf01686  1458694  1459368  +1     9.04
orf01687  1459412  1460179  +2    11.46
orf01688  1460290  1460892  +1     6.04
orf01689  1460918  1461604  +2     6.20
orf01690  1461712  1462500  +1     9.63
orf01691  1462736  1463293  +2    11.01
orf01692  1463395  1464036  +1     7.10
orf01693  1464946  1464065  -2     8.49
orf01694  1465272  1465670  +3    12.68
orf01695  1465670  1466470  +2    13.74
orf01696  1466485  1466880  +1    12.70
orf01698  1466892  1467596  +3     9.18
orf01699  1467593  1468738  +2     8.79
orf01700  1468725  1469918  +3     7.20
orf01701  1469903  1470883  +2     9.12
orf01702  1471373  1470984  -3     2.74
orf01703  1471780  1472619  +1    10.59
orf01704  1472616  1473464  +3     9.38
orf01705  1473477  1473860  +3    14.24
orf01706  1473989  1476793  +2     7.61
orf01707  1477044  1477214  +3     6.60
orf01708  1477222  1477725  +1     9.92
orf01709  1477744  1478931  +1    13.13
orf01710  1479053  1479760  +2     8.92
orf01711  1479776  1480423  +2    10.05
orf01713  1480427  1480945  +2     6.34
orf01714  1483662  1480969  -1    10.68
orf01715  1484330  1483728  -3     7.31
orf01716  1484434  1485459  +1     5.65
orf01717  1485902  1485726  -3     2.37
orf01719  1485988  1486230  +1     7.27
orf01720  1486246  1486590  +1     8.32
orf01721  1486807  1486616  -2     8.40
orf01722  1486985  1487464  +2     6.92
orf01723  1487619  1488041  +3     7.77
orf01724  1488097  1488651  +1     9.26
orf01725  1488749  1489087  +2    12.86
orf01726  1489746  1490885  +3    11.53
orf01727  1490947  1491129  +1    13.51
orf01728  1491267  1493204  +3    11.33
orf01730  1493310  1494827  +3    10.37
orf01731  1494873  1495346  +3     6.75
orf01732  1496297  1495401  -3     5.65
orf01733  1496831  1497577  +2     9.23
orf01734  1497775  1497888  +1     1.74
orf01735  1497903  1498496  +3    14.41
orf01736  1498500  1499822  +3    12.35
orf01737  1501058  1499895  -3     7.05
orf01738  1501256  1501411  +2     7.17
orf01739  1501606  1505265  +1    10.83
orf01740  1505523  1505269  -1     4.63
orf01741  1505596  1506063  +1    10.89
orf01742  1506085  1506357  +1    13.46
orf01743  1506360  1507193  +3    10.33
orf01744  1508322  1507873  -1     6.12
orf01745  1508406  1508717  +3     5.82
orf01746  1508838  1509956  +3     6.70
orf01747  1509953  1510339  +2     7.57
orf01748  1511032  1511757  +1    10.00
orf01749  1511888  1512754  +2    11.49
orf01750  1513111  1513251  +1    14.25
orf01751  1513588  1514781  +1     3.28
orf01752  1514782  1515525  +1     4.48
orf01753  1515518  1515727  +2     6.86
orf01754  1515901  1516131  +1     4.61
orf01755  1516150  1516788  +1     5.98
orf01756  1516831  1518267  +1     4.34
orf01757  1518271  1519485  +1     3.75
orf01759  1519460  1520260  +2     5.02
orf01760  1520257  1520559  +1     2.11
orf01761  1520556  1521308  +3     7.39
orf01762  1521401  1522948  +2     4.38
orf01783  1538113  1523060  -2     3.43
orf01785  1538245  1539096  +1     8.50
orf01786  1539697  1539137  -2     7.02
orf01787  1539879  1540139  +3    10.70
orf01788  1541053  1540142  -2     6.22
orf01789  1541447  1541061  -3     8.27
orf01790  1542389  1541517  -3     9.27
orf01791  1542573  1543058  +3     8.37
orf01792  1543202  1543861  +2     9.14
orf01793  1543874  1544050  +2     3.04
orf01795  1544332  1544084  -2    14.20
orf01796  1544649  1544452  -1    13.20
orf01797  1544912  1545640  +2     6.17
orf01798  1545711  1546412  +3     7.52
orf01799  1546432  1546725  +1     6.22
orf01800  1546805  1547434  +2     6.12
orf01801  1547658  1547999  +3     7.24
orf01802  1548002  1549552  +2     9.96
orf01803  1549739  1551091  +2    11.19
orf01804  1551176  1551454  +2     7.96
orf01805  1552676  1551513  -3    10.21
orf01806  1553008  1554657  +1     8.66
orf01807  1554781  1555611  +1    10.60
orf01808  1555750  1557105  +1     9.95
orf01809  1557806  1557141  -3     6.38
orf01810  1557921  1558046  +3     5.09
orf01811  1558009  1558545  +1     8.04
orf01812  1558691  1559008  +2     7.86
orf01813  1559281  1560015  +1     8.04
orf01814  1560066  1560650  +3     8.96
orf01815  1561488  1560763  -1     3.62
orf01817  1562776  1561613  -2     3.38
orf01818  1563302  1562853  -3     7.42
orf01819  1564645  1563431  -2     3.21
orf01820  1565120  1564653  -3     9.36
orf01821  1565406  1565287  -1    10.82
orf01822  1565673  1565864  +3     7.76
orf01823  1565918  1566106  +2     8.79
orf01824  1566736  1566134  -2    10.77
orf01825  1567019  1567741  +2    10.98
orf01826  1567764  1568441  +3     8.96
orf01827  1568592  1568960  +3    14.77
orf01828  1569090  1569716  +3     7.73
orf01829  1569686  1571092  +2    10.14
orf01830  1571266  1572906  +1    11.42
orf01832  1572936  1574288  +3    11.03
orf01833  1574316  1575032  +3     8.17
orf01835  1575848  1575066  -3     4.89
orf01836  1576384  1575893  -2     6.09
orf01837  1576528  1576992  +1     8.23
orf01838  1577009  1577461  +2    11.34
orf01839  1577479  1578777  +1    10.52
orf01840  1578982  1579605  +1    10.06
orf01841  1579565  1579846  +2     6.31
orf01843  1579866  1581218  +3     8.92
orf01844  1581241  1581609  +1    13.37
orf01845  1581599  1581871  +2     9.05
orf01846  1582241  1582648  +2    10.94
orf01847  1582669  1583082  +1    10.67
orf01849  1583099  1583398  +2     6.50
orf01850  1583421  1584803  +3    11.88
orf01851  1584839  1584991  +2    15.81
orf01852  1585005  1586009  +3    11.75
orf01853  1585996  1586682  +1    11.24
orf01854  1586679  1587983  +3    10.42
orf01855  1588100  1588234  +2    10.51
orf01856  1588273  1588509  +1    10.59
orf01857  1588520  1588723  +2    10.93
orf01858  1588774  1589634  +1    10.47
orf01859  1589638  1590210  +1     8.80
orf01860  1590232  1591545  +1    10.07
orf01861  1591595  1591933  +2     6.57
orf01862  1592241  1592411  +3     7.42
orf01863  1592408  1592725  +2     8.84
orf01864  1592850  1593278  +3    11.22
orf01865  1593269  1593757  +2    13.68
orf01866  1594394  1595341  +2     7.63
orf01868  1596420  1596872  +3     4.21
orf01869  1596857  1596973  +2     4.86
orf01870  1596954  1597088  +3     0.47
orf01871  1597286  1597546  +2     2.42
orf01872  1597662  1597814  +3     2.50
orf01873  1598047  1599750  +1     5.36
orf01874  1602226  1602903  +1    12.88
orf01875  1603213  1603764  +1     8.88
orf01876  1603961  1605115  +2     6.73
orf01877  1605216  1605404  +3     2.66
orf01878  1605480  1605623  +3     1.92
orf01879  1605934  1606158  +1     3.79
orf01880  1607857  1606994  -2     9.90
orf01881  1608113  1608898  +2    11.91
orf01882  1608998  1609183  +2     4.68
orf01883  1609198  1609800  +1     8.41
orf01884  1609826  1610188  +2    10.85
orf01885  1610199  1610558  +3    13.87
orf01886  1610571  1610891  +3    11.40
orf01887  1610888  1611646  +2     8.05
orf01888  1611680  1611955  +2    10.25
orf01889  1611971  1612732  +2     7.61
orf01890  1612743  1613789  +3     8.84
orf01891  1613813  1615879  +2    10.88
orf01892  1615894  1616349  +1    11.94
orf01893  1616356  1617201  +1    12.68
orf01894  1617268  1618017  +1    11.24
orf01895  1618135  1618845  +1     8.85
orf01896  1618863  1619699  +3     9.39
orf01897  1619692  1620417  +1    11.19
orf01898  1620408  1620719  +3     4.59
orf01899  1620782  1620952  +2     8.06
orf01900  1621040  1621624  +2     8.81
orf01901  1621617  1622015  +3     2.86
orf01903  1623007  1622402  -2     4.44
orf01904  1623345  1623010  -1     5.22
orf01905  1623713  1623534  -3     6.98
orf01906  1624991  1623780  -3     7.91
orf01907  1625111  1626379  +2     8.80
orf01908  1626485  1627012  +2    17.32
orf01909  1627946  1627053  -3     7.37
orf01910  1628109  1629065  +3     8.68
orf01911  1629078  1630103  +3    12.05
orf01912  1630116  1631786  +3     5.45
orf01913  1631786  1633045  +2     5.56
orf01914  1633066  1633899  +1     8.98
orf01915  1634362  1633949  -2     5.79
orf01917  1634594  1634755  +2     9.64
orf01918  1634915  1635550  +2     7.06
orf01919  1635652  1636743  +1     7.27
orf01920  1636794  1637435  +3     3.61
orf01921  1637594  1638169  +2     6.19
orf01922  1638259  1638630  +1    12.02
orf01923  1639443  1638649  -1     5.14
orf01924  1639889  1639542  -3     2.51
orf01925  1640157  1639873  -1     7.15
orf01926  1640281  1640123  -2     8.83
orf01927  1640439  1641233  +3     6.44
orf01929  1643099  1641276  -3     8.35
orf01930  1643364  1643930  +3     8.46
orf01931  1643927  1645027  +2     9.61
orf01932  1646140  1645067  -2     5.73
orf01934  1646331  1647230  +3     8.05
orf01935  1647424  1647594  +1    10.79
orf01936  1648322  1647651  -3     8.33
orf01937  1649307  1648339  -1     7.31
orf01939  1650677  1649490  -3     6.08
orf01940  1650865  1651842  +1     5.17
orf01941  1651856  1652728  +2     8.12
orf01943  1652841  1653500  +3     8.99
orf01944  1653594  1653731  +3     0.08
orf01945  1653833  1655236  +2    11.26
orf01946  1655492  1656880  +2    14.32
orf01947  1657390  1656968  -2     1.70
orf01949  1657854  1657621  -1     1.74
orf01950  1658079  1658843  +3     9.17
orf01951  1658942  1659658  +2     7.00
orf01952  1659685  1660350  +1     5.41
orf01953  1661105  1660407  -3     6.51
orf01954  1661541  1661897  +3     9.81
orf01955  1662005  1662418  +2    10.46
orf01956  1662423  1663235  +3     5.86
orf01957  1663289  1664002  +2    10.76
orf01958  1664021  1664575  +2    10.61
orf01959  1664593  1665273  +1     4.85
orf01960  1665869  1665324  -3    11.58
orf01961  1666125  1666463  +3     8.88
orf01962  1666466  1667677  +2     8.10
orf01963  1667871  1669265  +3     9.00
orf01965  1669411  1670658  +1    12.76
orf01966  1671645  1670689  -1     7.65
orf01967  1672712  1671642  -3     8.55
orf01968  1673149  1672709  -2     5.64
orf01969  1673628  1673146  -1     5.08
orf01970  1673912  1674550  +2    10.01
orf01971  1674555  1675661  +3     7.69
orf01972  1675779  1676717  +3     9.67
orf01973  1676755  1677864  +1     7.83
orf01974  1677866  1679008  +2     4.74
orf01975  1679119  1680330  +1     8.07
orf01976  1681128  1680385  -1     7.60
orf01977  1681503  1682774  +3    10.53
orf01978  1682799  1684238  +3    14.01
orf01979  1684314  1686026  +3    12.99
orf01980  1686101  1687390  +2     5.80
orf01981  1687393  1688325  +1     7.68
orf01982  1688443  1691637  +1     7.50
orf01983  1691863  1691729  -2    15.68
orf01984  1692598  1693581  +1    11.45
orf01985  1693723  1693836  +1    13.60
orf01986  1694022  1694315  +3     7.66
orf01987  1694990  1694535  -3     2.05
orf01988  1696569  1695340  -1    10.88
orf01989  1697147  1697416  +2     8.31
orf01990  1697547  1698050  +3     6.53
orf01991  1698054  1698659  +3     5.41
orf01992  1698665  1700290  +2     5.36
orf01993  1700787  1700353  -1     9.20
orf01994  1700956  1702200  +1     8.14
orf01995  1702454  1703833  +2     9.63
orf01996  1704029  1705291  +2     5.27
orf01997  1705320  1705598  +3     3.91
orf01998  1706082  1705618  -1     3.69
orf01999  1706325  1707767  +3     9.10
orf02000  1707857  1708621  +2     9.50
orf02001  1708887  1709231  +3     8.48
orf02002  1709209  1710153  +1    10.39
orf02003  1711188  1710205  -1     6.27
orf02004  1711381  1711917  +1     5.74
orf02006  1712401  1713660  +1     9.66
orf02007  1713948  1713703  -1    10.37
orf02008  1715342  1714131  -3     9.52
orf02009  1715588  1716799  +2     8.81
orf02010  1716810  1717727  +3    11.77
orf02011  1717804  1718316  +1     9.13
orf02012  1718409  1719233  +3     8.73
orf02013  1720908  1719274  -1     7.82
orf02014  1721653  1722990  +1    11.17
orf02015  1723734  1723030  -1     7.49
orf02016  1724065  1724328  +1     9.17
orf02017  1724509  1725195  +1     5.95
orf02018  1725206  1725322  +2     3.97
orf02019  1725306  1725947  +3     8.84
orf02021  1727652  1726699  -1     3.47
orf02022  1727944  1728294  +1     5.70
orf02023  1728481  1728681  +1     3.34
orf02024  1729385  1728849  -3     9.47
orf02026  1730235  1729477  -1     8.12
orf02027  1731199  1732098  +1     9.90
orf02028  1732121  1733833  +2    10.96
orf02030  1733830  1734042  +1     8.24
orf02031  1734057  1735064  +3    13.20
orf02032  1735111  1736784  +1    12.17
orf02033  1736816  1738078  +2    10.26
orf02035  1739542  1738439  -2     7.48
orf02037  1739755  1740471  +1     9.52
orf02038  1740487  1741338  +1     7.96
orf02039  1741506  1742720  +3     8.02
orf02040  1743530  1742769  -3    10.07
orf02041  1743733  1744656  +1     8.29
orf02042  1745081  1745725  +2     5.45
orf02043  1745853  1747367  +3     8.86
orf02044  1747578  1748021  +3     9.32
orf02046  1748049  1748408  +3     6.80
orf02047  1748480  1749787  +2    11.30
orf02048  1751029  1749941  -2     3.34
orf02049  1751906  1753465  +2     9.74
orf02051  1754037  1754246  +3    11.19
orf02052  1754610  1754990  +3    11.69
orf02053  1755125  1755268  +2     3.91
orf02054  1755335  1757365  +2     4.81
orf02055  1757653  1758786  +1     8.19
orf02056  1759434  1758904  -1     6.14
orf02057  1759577  1760275  +2     6.54
orf02058  1760466  1760654  +3     5.83
orf02059  1760651  1761331  +2     7.64
orf02060  1761613  1762275  +1     6.58
orf02061  1763629  1762334  -2     8.60
orf02063  1764106  1765065  +1    10.44
orf02064  1766782  1765307  -2     4.54
orf02065  1766957  1767901  +2     9.28
orf02066  1768083  1767955  -1    10.15
orf02067  1768514  1769611  +2     8.87
orf02068  1769684  1770340  +2     6.75
orf02069  1770934  1772094  +1     9.48
orf02070  1772126  1773334  +2    12.40
orf02071  1773442  1774359  +1     9.70
orf02072  1774755  1775381  +3     3.37
orf02073  1775739  1776686  +3     8.97
orf02075  1776992  1777663  +2    16.46
orf02076  1777766  1778947  +2    10.14
orf02077  1778990  1780285  +2    15.30
orf02078  1780319  1780714  +2    11.30
orf02079  1780756  1780905  +1     2.28
orf02080  1781249  1781019  -3    10.56
orf02081  1781497  1782414  +1     6.81
orf02082  1783149  1782469  -1     5.00
orf02083  1784184  1783201  -1     7.05
orf02084  1784405  1785688  +2    10.89
orf02085  1785806  1787461  +2     8.53
orf02086  1788067  1789761  +1     7.98
orf02087  1790487  1789942  -1     5.75
orf02088  1790821  1792965  +1     8.84
orf02089  1793234  1794481  +2     3.54
orf02090  1795573  1794608  -2     6.40
orf02091  1795867  1796559  +1    13.16
orf02092  1796799  1797221  +3    10.13
orf02093  1797206  1798156  +2    10.22
orf02094  1798240  1798659  +1     9.21
orf02095  1798713  1798877  +3     2.44
orf02096  1798989  1800638  +3     6.99
orf02097  1800751  1801371  +1    10.27
orf02099  1802277  1801501  -1     3.79
orf02100  1803315  1802464  -1     5.42
orf02101  1803467  1804336  +2     8.91
orf02102  1804457  1804888  +2     9.26
orf02103  1804960  1805610  +1    11.89
orf02105  1805668  1806270  +1    11.17
orf02106  1806397  1806528  +1    13.93
orf02107  1806640  1808250  +1    10.00
orf02108  1808429  1809442  +2     5.88
orf02110  1810442  1809498  -3    10.91
orf02111  1810644  1812080  +3     6.30
orf02112  1812184  1813107  +1     8.72
orf02113  1814210  1813215  -3     6.03
orf02114  1814568  1815173  +3     8.44
orf02115  1815186  1816676  +3     8.00
orf02116  1816681  1817082  +1     8.47
orf02117  1817097  1818092  +3     6.87
orf02118  1818274  1819491  +1    11.77
orf02119  1819581  1820354  +3    10.49
orf02120  1820332  1821033  +1     9.28
orf02121  1821055  1821915  +1    10.49
orf02122  1821965  1822918  +2     7.95
orf02123  1823768  1822980  -3     5.03
orf02124  1823889  1824437  +3     3.62
orf02125  1824474  1824881  +3     6.62
orf02126  1824883  1825194  +1     5.62
orf02127  1825288  1825731  +1     9.41
orf02128  1825849  1826907  +1    10.39
orf02129  1827525  1828928  +3     8.06
orf02130  1828915  1829931  +1     5.97
orf02131  1829931  1831646  +3     8.37
orf02133  1831649  1833373  +2     6.75
orf02134  1833663  1833884  +3     7.37
orf02135  1833975  1834421  +3    10.83
orf02136  1835510  1834509  -3     5.18
orf02137  1835713  1836570  +1     8.27
orf02138  1836815  1837417  +2    10.66
orf02139  1838333  1839595  +2     9.75
orf02140  1840458  1839694  -1     5.17
orf02141  1840699  1841325  +1     9.25
orf02142  1841347  1842459  +1    11.11
orf02143  1842461  1843225  +2     5.69
orf02144  1843240  1844295  +1     6.02
orf02145  1844907  1844320  -1     4.24
orf02146  1845103  1845822  +1    13.05
orf02148  1845939  1846052  +3     9.54
orf02149  1846193  1847065  +2     7.47
orf02150  1847183  1848010  +2     8.79
orf02151  1848079  1848207  +1     8.61
orf02152  1848211  1848420  +1     3.41
orf02153  1849076  1848468  -3     9.55
orf02154  1849584  1849078  -1     2.51
orf02155  1849565  1849798  +2     7.99
orf02157  1850762  1852057  +2    10.21
orf02158  1852050  1853108  +3    11.86
orf02159  1853105  1853998  +2     9.47
orf02160  1854118  1854327  +1     4.83
orf02161  1854544  1856841  +1     9.03
orf02162  1857046  1858047  +1    10.03
orf02163  1858207  1859454  +1     7.85
orf02164  1859465  1860157  +2     6.54
orf02165  1860136  1861515  +1     5.88
orf02166  1861616  1862437  +2    11.63
orf02167  1862452  1863108  +1    14.82
orf02168  1863268  1863948  +1    10.05
orf02169  1864046  1864567  +2     7.23
orf02170  1864852  1866660  +1     6.55
orf02171  1866725  1868557  +2     4.51
orf02173  1868544  1869782  +3     7.69
orf02174  1869779  1870054  +2     8.21
orf02175  1870078  1871061  +1     8.22
orf02176  1871099  1871941  +2     6.91
orf02177  1872067  1872273  +1    14.81
orf02178  1872440  1872646  +2     4.54
orf02179  1872724  1873332  +1     3.74
orf02180  1873329  1873718  +3     7.64
orf02182  1874389  1873772  -2     4.63
orf02183  1874537  1874719  +2    11.57
orf02184  1875763  1874798  -2     5.99
orf02185  1875994  1875854  -2    11.79
orf02186  1876219  1876971  +1     6.53
orf02187  1877117  1878277  +2     9.37
orf02188  1878381  1878578  +3     6.04
orf02189  1878610  1879071  +1     9.70
orf02190  1879936  1879118  -2    14.26
orf02191  1879980  1880105  +3     1.07
orf02192  1880208  1881446  +3     6.38
orf02193  1881443  1882084  +2     8.14
orf02194  1882201  1882488  +1     7.30
orf02195  1882763  1883713  +2    10.05
orf02196  1884062  1883754  -3     6.75
orf02197  1884170  1885105  +2    10.55
orf02198  1885308  1886483  +3     6.97
orf02200  1886895  1886671  -1     9.86
orf02201  1887327  1886980  -1     6.56
orf02202  1887524  1888051  +2     6.99
orf02203  1888231  1889280  +1     9.79
orf02204  1889485  1891467  +1    11.61
orf02205  1891664  1891969  +2     2.58
orf02206  1892238  1892588  +3    10.71
orf02207  1893663  1892623  -1     5.91
orf02208  1893905  1894348  +2    13.01
orf02209  1894455  1894910  +3    12.33
orf02210  1895135  1896079  +2     8.27
orf02211  1897126  1896125  -2     7.74
orf02212  1897423  1897232  -2     4.97
orf02213  1897601  1899064  +2     5.97
orf02214  1899149  1899733  +2     8.16
orf02215  1900660  1899758  -2    10.19
orf02216  1900826  1901776  +2    10.60
orf02217  1902345  1901875  -1     8.42
orf02218  1902756  1902902  +3     3.50
orf02219  1902862  1903038  +1     0.41
orf02220  1903851  1903657  -1     4.40
orf02221  1903996  1904247  +1     2.37
orf02224  1904813  1905319  +2     9.53
orf02225  1907548  1907826  +1     7.88
orf02226  1908611  1908165  -3     1.38
orf02227  1909243  1909647  +1     4.57
orf02228  1911003  1910053  -1    11.14
orf02229  1911271  1911420  +1     5.23
orf02230  1911536  1912195  +2     8.48
orf02231  1913262  1912225  -1     8.34
orf02232  1913397  1913849  +3     9.33
orf02233  1913944  1914870  +1     5.23
orf02235  1914947  1916608  +2    10.19
orf02236  1916667  1917083  +3     6.80
orf02237  1917096  1917641  +3     3.90
orf02238  1917654  1918265  +3     7.79
orf02239  1918870  1918310  -2     4.20
orf02240  1919052  1920128  +3     7.14
orf02241  1920234  1920851  +3    10.36
orf02242  1920956  1921558  +2     9.51
orf02243  1921661  1923040  +2     6.93
orf02244  1923225  1924166  +3     7.55
orf02246  1924365  1925261  +3     9.85
orf02247  1925265  1926134  +3     8.96
orf02248  1926330  1926836  +3     8.99
orf02249  1927257  1928393  +3     6.25
orf02250  1928425  1928700  +1     9.20
orf02251  1928734  1928883  +1     4.80
orf02252  1929070  1929249  +1    12.22
orf02253  1929351  1929971  +3     8.61
orf02254  1930478  1929996  -3     6.27
orf02255  1931787  1930480  -1     9.19
orf02256  1932865  1931996  -2     3.64
orf02257  1933042  1933689  +1     9.22
orf02258  1934113  1935465  +1     9.75
orf02260  1935532  1935861  +1    11.13
orf02261  1935879  1936406  +3     7.95
orf02262  1936985  1936689  -3     1.63
orf02263  1937075  1938229  +2     6.24
orf02264  1938453  1938950  +3     8.40
orf02265  1938962  1939702  +2    10.74
orf02266  1939726  1940172  +1    10.90
orf02267  1940357  1941832  +2     8.30
orf02269  1943099  1941882  -3     3.95
orf02271  1943375  1943803  +2    11.36
orf02272  1943806  1944771  +1    14.46
orf02274  1944878  1945468  +2     9.69
orf02275  1945475  1946251  +2     6.31
orf02276  1946720  1946259  -3     6.46
orf02278  1946841  1948067  +3    10.73
orf02279  1948801  1948088  -2     5.07
orf02280  1949681  1948794  -3     6.00
orf02281  1950583  1949705  -2     5.91
orf02282  1950968  1952179  +2     7.64
orf02284  1952347  1953192  +1    10.44
orf02285  1954639  1953239  -2     5.97
orf02286  1954770  1955192  +3     9.13
orf02287  1955340  1955717  +3     3.21
orf02288  1955714  1956466  +2     6.74
orf02289  1957096  1956566  -2     3.60
orf02290  1957233  1957790  +3     9.31
orf02291  1957769  1957882  +2     2.02
orf02292  1957879  1958364  +1    13.20
orf02293  1958377  1958745  +1    10.77
orf02294  1958766  1958960  +3     6.11
orf02295  1958961  1959146  +3     4.78
orf02296  1959223  1959381  +1     4.79
orf02297  1959762  1959953  +3     5.47
orf02298  1960534  1960367  -2     4.74
orf02299  1961020  1960697  -2     3.15
orf02300  1961405  1961292  -3     0.79
orf02301  1961988  1962413  +3    13.71
orf02302  1962574  1963341  +1     8.69
orf02303  1963393  1963713  +1     8.03
orf02304  1963783  1963995  +1     7.74
orf02305  1964333  1964025  -3     8.62
orf02306  1964570  1965280  +2    10.12
orf02307  1965344  1967032  +2    13.07
orf02308  1967123  1967650  +2    10.03
orf02309  1967670  1968839  +3    13.77
orf02311  1968982  1969428  +1     6.28
orf02312  1969484  1969867  +2    10.51
orf02313  1970551  1969913  -2     4.18
orf02314  1971570  1970581  -1    10.14
orf02315  1971773  1972351  +2     8.69
orf02316  1972348  1973028  +1    11.22
orf02317  1973520  1973086  -1     4.18
orf02318  1974576  1973605  -1     7.45
orf02319  1974883  1974674  -2     8.21
orf02320  1975109  1975591  +2    12.50
orf02321  1977582  1975675  -1     3.73
orf02322  1979114  1977900  -3     3.23
orf02323  1980004  1979114  -2     6.32
orf02324  1980734  1980393  -3     7.12
orf02325  1981327  1980827  -2     6.11
orf02327  1981806  1985489  +3     8.85
orf02328  1985593  1986954  +1    10.20
orf02329  1986974  1987504  +2     8.86
orf02330  1987522  1988211  +1     7.69
orf02331  1988543  1988929  +2     3.78
orf02332  1988926  1989792  +1     5.21
orf02334  1989782  1990252  +2     3.97
orf02335  1991504  1990812  -3     7.92
orf02336  1991876  1992796  +2     8.98
orf02337  1992814  1993827  +1     8.53
orf02338  1993870  1995159  +1    10.26
orf02339  1995204  1995674  +3     9.12
orf02340  1995671  1995904  +2     5.85
orf02341  1995985  1997154  +1     9.76
orf02342  1997506  1998423  +1     3.40
orf02343  1998828  1999124  +3     3.01
orf02344  1999788  1999315  -1     5.06
orf02345  2000491  1999781  -2     6.57
orf02346  2001912  2000488  -1     7.23
orf02347  2002294  2001938  -2     7.80
orf02348  2004715  2002310  -2     9.67
orf02349  2005634  2004927  -3     8.94
orf02350  2005912  2006481  +1     5.45
orf02352  2007607  2006606  -2    10.51
orf02353  2007807  2007959  +3    11.09
orf02354  2008175  2008384  +2     6.46
orf02355  2009319  2008480  -1     5.14
orf02357  2009870  2011471  +2     7.97
orf02358  2011901  2012176  +2     9.10
orf02359  2012771  2012271  -3     3.33
orf02361  2013444  2013755  +3     6.71
orf02362  2014154  2013987  -3     9.93
orf02363  2015108  2014362  -3     7.42
orf02364  2015069  2015221  +2     3.73
orf02365  2015218  2015865  +1    13.41
orf02366  2015862  2017757  +3    12.86
orf02367  2017833  2018564  +3    10.09
orf02369  2018670  2018924  +3     8.51
orf02370  2019083  2019421  +2     3.45
orf02371  2020037  2019447  -3     6.97
orf02372  2020507  2020139  -2     7.77
orf02373  2021230  2020793  -2     6.03
orf02374  2021530  2022657  +1    15.66
orf02375  2022661  2023044  +1     8.30
orf02376  2023128  2023562  +3    13.24
orf02377  2023612  2024388  +1     8.17
orf02378  2024689  2026377  +1    11.07
orf02379  2026594  2026821  +1     1.82
orf02380  2026851  2027069  +3     1.50
